BEId	action	group	id	name	pharmAction	proteinId
BE0000854	inhibitor	approved	DB08882	Linagliptin	yes	
BE0000854	substrate	approved	DB06655	Liraglutide	unknown	
BE0000854	substrate	approved, investigational	DB13928	Semaglutide	no	
BE0000854	substrate	approved, investigational	DB01276	Exenatide	unknown	
BE0002409		experimental	DB07821	(1R)-1,2,2-trimethylpropyl (R)-methylphosphinate	unknown	Q13093
BE0002409		investigational	DB05119	Rilapladib	unknown	Q13093
BE0002401		investigational	DB04983	Denufosol	unknown	
BE0002401		investigational	DB05390	INS 316	unknown	
BE0002401	antagonist	investigational	DB04786	Suramin	yes	
BE0000854	inhibitor	approved, investigational	DB01261	Sitagliptin	yes	P27487
BE0000854		experimental	DB01884	2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One	unknown	P27487
BE0000854		experimental	DB02004	5-(Aminomethyl)-6-(2,4-Dichlorophenyl)-2-(3,5-Dimethoxyphenyl)Pyrimidin-4-Amine	unknown	P27487
BE0000854		experimental	DB04491	Diisopropylphosphono Group	unknown	P27487
BE0000854		experimental	DB03253	(2s)-Pyrrolidin-2-Ylmethylamine	unknown	P27487
BE0000854	inhibitor	approved, investigational	DB04876	Vildagliptin	yes	P27487
BE0000854		investigational	DB05001	PSN9301	unknown	P27487
BE0000854		investigational	DB11723	Dutogliptin	unknown	P27487
BE0000854		investigational	DB06127	Bisegliptin	unknown	P27487
BE0000854		investigational	DB06011	AMG-222	unknown	P27487
BE0000854	inhibitor	approved	DB06203	Alogliptin	yes	P27487
BE0000854	inhibitor	approved	DB06335	Saxagliptin	yes	P27487
BE0000854	inhibitor	approved	DB01076	Atorvastatin	unknown	P27487
BE0000854		experimental	DB04577	1-(1-phenylcyclopentyl)methylamine	unknown	P27487
BE0000854		experimental	DB04578	(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide	unknown	P27487
BE0000854		experimental	DB06880	(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE	unknown	P27487
BE0000854		experimental	DB06939	N-(TRANS-4-{(1S,2S)-2-AMINO-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-1-METHYL-3-OXOPROPYL}CYCLOHEXYL)-N-METHYLACETAMIDE	unknown	P27487
BE0000854		experimental	DB06993	(2S,3S)-4-cyclopropyl-3-{(3R,5R)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3S)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine	unknown	P27487
BE0000854		experimental	DB06994	(2S,3S)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine	unknown	P27487
BE0000854		experimental	DB07015	(3R,4R)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine	unknown	P27487
BE0000854		experimental	DB07021	(7R,8R)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine	unknown	P27487
BE0000854		experimental	DB07067	(2S,3S)-3-{3-[4-(METHYLSULFONYL)PHENYL]-1,2,4-OXADIAZOL-5-YL}-1-OXO-1-PYRROLIDIN-1-YLBUTAN-2-AMINE	unknown	P27487
BE0000854		experimental	DB07072	(1S,2R,5S)-5-[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]-2-(2,4,5-TRIFLUOROPHENYL)CYCLOHEXANAMINE	unknown	P27487
BE0000854		experimental	DB07081	(2R)-4-[(8R)-8-METHYL-2-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[1,5-A]PYRAZIN-7(8H)-YL]-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE	unknown	P27487
BE0000854		experimental	DB07092	(2S,3S)-3-AMINO-4-(3,3-DIFLUOROPYRROLIDIN-1-YL)-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-6-YLCYCLOHEXYL)BUTANAMIDE	unknown	P27487
BE0000854		experimental	DB07135	(2S,3S)-3-AMINO-4-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-5-YLCYCLOHEXYL)BUTANAMIDE	unknown	P27487
BE0000854		experimental	DB07154	(3R)-4-[(3R)-3-AMINO-4-(2,4,5-TRIFLUOROPHENYL)BUTANOYL]-3-METHYL-1,4-DIAZEPAN-2-ONE	unknown	P27487
BE0000854		experimental	DB07181	4'-[(1R)-1-amino-2-(2,5-difluorophenyl)ethyl]biphenyl-3-carboxamide	unknown	P27487
BE0000854		experimental	DB07193	(2R,3R)-7-(methylsulfonyl)-3-(2,4,5-trifluorophenyl)-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-2-amine	unknown	P27487
BE0000854		experimental	DB07239	7-(aminomethyl)-6-(2-chlorophenyl)-1-methyl-1H-benzimidazole-5-carbonitrile	unknown	P27487
BE0000854		experimental	DB07271	4-[(3R)-3-Amino-4-(2,4,5-trifluorophenyl)butanoyl]-3-(2,2,2-trifluoroethyl)-1,4-diazepan-2-one	unknown	P27487
BE0000854		experimental	DB07328	METHYL 4-{[({[(2R,5S)-5-{[(2S)-2-(AMINOMETHYL)PYRROLIDIN-1-YL]CARBONYL}PYRROLIDIN-2-YL]METHYL}AMINO)CARBONYL]AMINO}BENZOATE	unknown	P27487
BE0000854		experimental	DB07356	(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-ETHYNYLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE	unknown	P27487
BE0000854		experimental	DB07412	1-biphenyl-2-ylmethanamine	unknown	P27487
BE0000854		experimental	DB07465	(1S,3S,5S)-2-{(2S)-2-amino-2-[(1R,3S,5R,7S)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile	unknown	P27487
BE0000854		experimental	DB07482	(2R)-N-[(2R)-2-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-N-[(5R)-5-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-L-PROLINAMIDE	unknown	P27487
BE0000854		experimental	DB07666	(3R,4S)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE	unknown	P27487
BE0000854		experimental	DB07779	N-({(2S)-1-[(3R)-3-AMINO-4-(2-FLUOROPHENYL)BUTANOYL]PYRROLIDIN-2-YL}METHYL)BENZAMIDE	unknown	P27487
BE0000854		experimental	DB07830	(4R,5R)-5-AMINO-1-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-2-ONE	unknown	P27487
BE0000854		experimental	DB07851	(3R,4S)-1-(3,4-DIMETHOXYPHENYL)-3-(3-METHYLPHENYL)PIPERIDIN-4-AMINE	unknown	P27487
BE0000854		experimental	DB08024	1-[2-(S)-AMINO-3-BIPHENYL-4-YL-PROPIONYL]-PYRROLIDINE-2-(S)-CARBONITRILE	unknown	P27487
BE0000854		experimental	DB08044	ABT-341	unknown	P27487
BE0000854		experimental	DB08051	(2R)-4-(2-BENZOYL-1,2-DIAZEPAN-1-YL)-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE	unknown	P27487
BE0000854		experimental	DB08164	(3R,4R)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-3-AMINE	unknown	P27487
BE0000854		investigational	DB08382	Gosogliptin	yes	P27487
BE0000854		experimental	DB03660	4-Iodo-L-phenylalanine	unknown	P27487
BE0000854		experimental	DB08429	N-({(2S)-1-[(3R)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide	unknown	P27487
BE0000854		experimental	DB08445	(3R,4S)-1-[6-(6-METHOXYPYRIDIN-3-YL)PYRIMIDIN-4-YL]-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE	unknown	P27487
BE0000854		experimental	DB08504	6-(4-{(1S,2S)-2-AMINO-1-[(DIMETHYLAMINO)CARBONYL]-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-3-OXOPROPYL}PHENYL)-1H-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-4-IUM	unknown	P27487
BE0000854		experimental	DB08530	7-BENZYL-1,3-DIMETHYL-8-PIPERAZIN-1-YL-3,7-DIHYDRO-PURINE-2,6-DIONE	unknown	P27487
BE0000854		experimental	DB08588	2-({2-[(3R)-3-AMINOPIPERIDIN-1-YL]-4-OXOQUINAZOLIN-3(4H)-YL}METHYL)BENZONITRILE	unknown	P27487
BE0000854		experimental	DB08672	4-[(3R)-3-{[2-(4-FLUOROPHENYL)-2-OXOETHYL]AMINO}BUTYL]BENZAMIDE	unknown	P27487
BE0000854		experimental	DB08743	2-({8-[(3R)-3-AMINOPIPERIDIN-1-YL]-1,3-DIMETHYL-2,6-DIOXO-1,2,3,6-TETRAHYDRO-7H-PURIN-7-YL}METHYL)BENZONITRILE	unknown	P27487
BE0000854	inhibitor	approved	DB08882	Linagliptin	yes	P27487
BE0000854	substrate	approved	DB06655	Liraglutide	unknown	P27487
BE0000854	substrate	approved, investigational	DB13928	Semaglutide	no	P27487
BE0000854	substrate	approved, investigational	DB01276	Exenatide	unknown	P27487
BE0003449		approved, investigational	DB09130	Copper	unknown	
BE0003449		approved, investigational	DB01593	Zinc	unknown	
BE0003449		approved, investigational	DB14487	Zinc acetate	unknown	
BE0003449	inducerligand	approved, investigational	DB14533	Zinc chloride	unknown	
BE0003449	inducerligand	approved, experimental	DB14548	Zinc sulfate, unspecified form	unknown	
BE0002401		investigational	DB04983	Denufosol	unknown	P41231
BE0002401		investigational	DB05390	INS 316	unknown	P41231
BE0002401	antagonist	investigational	DB04786	Suramin	yes	P41231
BE0002401	inhibitor	approved, investigational	DB01069	Promethazine	unknown	P41231
BE0000922		approved, investigational	DB09130	Copper	unknown	
BE0000922		approved, investigational	DB01593	Zinc	unknown	
BE0000922		approved, investigational	DB14487	Zinc acetate	unknown	
BE0003449		approved, investigational	DB09130	Copper	unknown	P02647
BE0003449		approved, investigational	DB01593	Zinc	unknown	P02647
BE0003449		approved, investigational	DB14487	Zinc acetate	unknown	P02647
BE0003449	inducerligand	approved, investigational	DB14533	Zinc chloride	unknown	P02647
BE0003449	inducerligand	approved, experimental	DB14548	Zinc sulfate, unspecified form	unknown	P02647
BE0003449	binder	approved, investigational	DB11886	Infigratinib	no	P02647
BE0003449	binder	approved, investigational	DB00877	Sirolimus	no	P02647
BE0000922		approved, investigational	DB09130	Copper	unknown	P02652
BE0000922		approved, investigational	DB01593	Zinc	unknown	P02652
BE0000922		approved, investigational	DB14487	Zinc acetate	unknown	P02652
BE0000922	binder	approved, investigational	DB11886	Infigratinib	no	P02652
BE0000922	binder	approved, investigational	DB00877	Sirolimus	no	P02652
BE0008643	inhibitor	approved	DB09302	Alirocumab	yes	
BE0008643	antisense oligonucleotide	approved, investigational	DB14901	Inclisiran	yes	
BE0008643	inhibitor	approved	DB09303	Evolocumab	yes	
BE0001283	other	approved, investigational	DB00513	Aminocaproic acid	unknown	
BE0000215	agonistregulator	approved, investigational, withdrawn	DB00197	Troglitazone	yes	
BE0000215	agonist	approved, investigational	DB00412	Rosiglitazone	yes	
BE0000215	agonist	approved, investigational	DB01132	Pioglitazone	yes	
BE0000215	agonistregulator	approved, nutraceutical	DB00159	Icosapent	yes	
BE0000215		investigational	DB04971	Reglitazar	unknown	
BE0000215		experimental	DB04689	2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID	unknown	
BE0000215		investigational	DB05187	Elafibranor	unknown	
BE0000215	partial agonist	investigational	DB05490	AMG-131	yes	
BE0000215		investigational	DB05854	CLX-0921	unknown	
BE0000215		investigational	DB11811	Arhalofenate	unknown	
BE0000215		investigational	DB12662	Naveglitazar	unknown	
BE0000215		investigational	DB06510	Muraglitazar	unknown	
BE0000215		investigational	DB06521	Ertiprotafib	unknown	
BE0000215		investigational	DB06533	Ragaglitazar	unknown	
BE0000215		investigational	DB06536	Tesaglitazar	unknown	
BE0000215	activator	approved, investigational	DB00328	Indomethacin	unknown	
BE0000215	agonist	approved, investigational	DB00731	Nateglinide	unknown	
BE0000215	agonist	approved, investigational	DB00912	Repaglinide	unknown	
BE0000215	agonist	investigational	DB01252	Mitiglinide	unknown	
BE0000215	agonist	approved, investigational	DB01067	Glipizide	unknown	
BE0000215	partial agonist	approved, investigational	DB00966	Telmisartan	yes	
BE0000215	agonist	approved, investigational	DB01014	Balsalazide	yes	
BE0000215	agonist	approved, investigational	DB01393	Bezafibrate	yes	
BE0000215		experimental	DB06908	(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID	unknown	
BE0000215		experimental	DB06926	(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid	unknown	
BE0000215		experimental	DB07053	2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID	unknown	
BE0000215		experimental	DB07111	(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid	unknown	
BE0000215		experimental	DB07172	(5R,6E,8Z,11Z,14Z,17Z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid	unknown	
BE0000215		experimental	DB07208	(8E,10S,12Z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid	unknown	
BE0000215		experimental	DB07209	(8R,9Z,12Z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid	unknown	
BE0000215		experimental	DB07302	9(S)-HODE	unknown	
BE0000215		experimental	DB07509	difluoro(5-{2-[(5-octyl-1H-pyrrol-2-yl-kappaN)methylidene]-2H-pyrrol-5-yl-kappaN}pentanoato)boron	unknown	
BE0000215		experimental	DB07675	(2S)-2-ETHOXY-3-{4-[2-(10H-PHENOXAZIN-10-YL)ETHOXY]PHENYL}PROPANOIC ACID	unknown	
BE0000215		experimental	DB07723	3-(5-methoxy-1H-indol-3-yl)propanoic acid	unknown	
BE0000215		experimental	DB07724	Indeglitazar	unknown	
BE0000215		experimental	DB07842	(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid	unknown	
BE0000215		experimental	DB07863	2-chloro-5-nitro-N-phenylbenzamide	unknown	
BE0000215		experimental	DB08121	(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid	unknown	
BE0000215		experimental	DB08302	3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid	unknown	
BE0000215		experimental	DB08402	2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID	unknown	
BE0000215		experimental	DB08435	(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid	unknown	
BE0000215		experimental	DB08560	3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE	unknown	
BE0000215		experimental	DB04270	(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid	unknown	
BE0000215		experimental	DB08760	(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid	unknown	
BE0000215	agonist	approved	DB00244	Mesalazine	yes	
BE0000215	agonist	approved	DB00795	Sulfasalazine	yes	
BE0000215	activator	approved	DB01050	Ibuprofen	unknown	
BE0000215	agonist	investigational	DB08915	Aleglitazar	yes	
BE0000215	activator	approved, investigational	DB09213	Dexibuprofen	unknown	
BE0000215	ligand	approved, nutraceutical	DB11133	Omega-3 fatty acids	yes	
BE0000215	activator	approved, investigational	DB03756	Doconexent	yes	
BE0000215	activator	experimental	DB09198	Lobeglitazone	yes	
BE0000215		experimental	DB09006	Clinofibrate	unknown	
BE0000215	agonist	experimental	DB09201	Ciglitazone	yes	
BE0000215		approved, investigational	DB11672	Curcumin	unknown	
BE0000215		approved, investigational, nutraceutical	DB00132	alpha-Linolenic acid	unknown	
BE0000215		experimental	DB02746	Phthalic Acid	unknown	
BE0000215		investigational	DB02709	Resveratrol	unknown	
BE0000215	agonist	approved, investigational	DB01118	Amiodarone	unknown	
BE0000215		approved, investigational	DB00313	Valproic acid	unknown	
BE0000215	ligand	experimental	DB03600	Capric acid	unknown	
BE0000215	ligand	approved, investigational, vet_approved	DB04224	Oleic Acid	unknown	
BE0000215		approved, investigational	DB08604	Triclosan	unknown	
BE0000215		approved	DB00573	Fenoprofen	unknown	
BE0000215	agonist	approved	DB02266	Flufenamic acid	unknown	
BE0000215	activator	approved, investigational	DB09061	Cannabidiol	unknown	
BE0000215		approved	DB13873	Fenofibric acid	unknown	
BE0000215		investigational	DB14011	Nabiximols	unknown	
BE0000215		experimental, investigational	DB14009	Medical Cannabis	unknown	
BE0000215		approved, nutraceutical	DB13961	Fish oil	unknown	
BE0000215	agonist	experimental	DB14034	Darglitazone	unknown	
BE0000215	agonist	experimental	DB12007	Isoflavone	unknown	
BE0000215		experimental	DB14635	Curcumin sulfate	unknown	
BE0000215	modulator	approved, investigational	DB00845	Clofazimine	unknown	
BE0001283	other	approved, investigational	DB00513	Aminocaproic acid	unknown	P08519
BE0001283	binder	approved, investigational	DB11886	Infigratinib	no	P08519
BE0001283	binder	approved, investigational	DB00877	Sirolimus	no	P08519
BE0008643	inhibitor	approved	DB09302	Alirocumab	yes	Q8NBP7
BE0008643	antisense oligonucleotide	approved, investigational	DB14901	Inclisiran	yes	Q8NBP7
BE0008643	inhibitor	approved	DB09303	Evolocumab	yes	Q8NBP7
BE0000393	antagonist	approved, vet_approved	DB00508	Triflupromazine	yes	
BE0000393	antagonist	approved	DB00805	Minaprine	yes	
BE0000393	agonist	approved, illicit, investigational, withdrawn	DB00574	Fenfluramine	no	
BE0000393	antagonist	approved, investigational, withdrawn	DB01079	Tegaserod	unknown	
BE0000393		investigational	DB05461	OPC-28326	unknown	
BE0000393		investigational	DB05492	Epicept NP-1	unknown	
BE0000393	antagonist	approved	DB06216	Asenapine	unknown	
BE0000393		investigational	DB06229	Ocaperidone	unknown	
BE0000393	agonist	approved, investigational, vet_approved, withdrawn	DB01186	Pergolide	unknown	
BE0000393	agonist	approved, investigational	DB01200	Bromocriptine	unknown	
BE0000393	antagonist	approved, investigational	DB00589	Lisuride	unknown	
BE0000393	agonist	approved	DB00248	Cabergoline	unknown	
BE0000393	agonist	approved, investigational	DB00714	Apomorphine	unknown	
BE0000393	antagonist	approved	DB00247	Methysergide	yes	
BE0000393	agonist	approved, investigational	DB00320	Dihydroergotamine	unknown	
BE0000393	antagonist	approved, investigational, vet_approved	DB01242	Clomipramine	yes	
BE0000393	antagonist	approved, investigational	DB01142	Doxepin	unknown	
BE0000393	agonist	experimental, illicit, investigational	DB01454	Midomafetamine	unknown	
BE0000393	antagonist	approved, investigational, vet_approved	DB01392	Yohimbine	unknown	
BE0000393	antagonist	approved	DB00543	Amoxapine	unknown	
BE0000393	binder	approved, investigational	DB06148	Mianserin	unknown	
BE0000393		approved	DB00696	Ergotamine	unknown	
BE0000393		approved	DB00353	Methylergometrine	unknown	
BE0000393	agonist	illicit, investigational, withdrawn	DB04829	Lysergic acid diethylamide	unknown	
BE0000393		investigational	DB09286	Pipamperone	unknown	
BE0000393	antagonist	approved	DB06153	Pizotifen	unknown	
BE0000393	antagonist	investigational	DB05607	PRX-08066	unknown	
BE0000393	agonist	approved, investigational	DB00715	Paroxetine	unknown	
BE0000393	antagonist	approved	DB00924	Cyclobenzaprine	unknown	
BE0000393	inverse agonist	approved, investigational	DB01238	Aripiprazole	unknown	
BE0000393	agonist	approved, investigational	DB00315	Zolmitriptan	no	
BE0000393	antagonist	approved	DB00434	Cyproheptadine	unknown	
BE0000393	antagonist	approved, investigational	DB06016	Cariprazine	unknown	
BE0000393	antagonist	approved, investigational, withdrawn	DB09185	Viloxazine	yes	
BE0000215	agonistregulator	approved, investigational, withdrawn	DB00197	Troglitazone	yes	P37231
BE0000215	agonist	approved, investigational	DB00412	Rosiglitazone	yes	P37231
BE0000215	agonist	approved, investigational	DB01132	Pioglitazone	yes	P37231
BE0000215	agonistregulator	approved, nutraceutical	DB00159	Icosapent	yes	P37231
BE0000215		investigational	DB04971	Reglitazar	unknown	P37231
BE0000215		experimental	DB04689	2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID	unknown	P37231
BE0000215		investigational	DB05187	Elafibranor	unknown	P37231
BE0000215	partial agonist	investigational	DB05490	AMG-131	yes	P37231
BE0000215		investigational	DB05854	CLX-0921	unknown	P37231
BE0000215		investigational	DB11811	Arhalofenate	unknown	P37231
BE0000215		investigational	DB12662	Naveglitazar	unknown	P37231
BE0000215		investigational	DB06510	Muraglitazar	unknown	P37231
BE0000215		investigational	DB06521	Ertiprotafib	unknown	P37231
BE0000215		investigational	DB06533	Ragaglitazar	unknown	P37231
BE0000215		investigational	DB06536	Tesaglitazar	unknown	P37231
BE0000215	activator	approved, investigational	DB00328	Indomethacin	unknown	P37231
BE0000215	agonist	approved, investigational	DB00731	Nateglinide	unknown	P37231
BE0000215	agonist	approved, investigational	DB00912	Repaglinide	unknown	P37231
BE0000215	agonist	investigational	DB01252	Mitiglinide	unknown	P37231
BE0000215	agonist	approved, investigational	DB01067	Glipizide	unknown	P37231
BE0000215	partial agonist	approved, investigational	DB00966	Telmisartan	yes	P37231
BE0000215	agonist	approved, investigational	DB01014	Balsalazide	yes	P37231
BE0000215	agonist	approved, investigational	DB01393	Bezafibrate	yes	P37231
BE0000215		experimental	DB06908	(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID	unknown	P37231
BE0000215		experimental	DB06926	(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid	unknown	P37231
BE0000215		experimental	DB07053	2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID	unknown	P37231
BE0000215		experimental	DB07111	(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid	unknown	P37231
BE0000215		experimental	DB07172	(5R,6E,8Z,11Z,14Z,17Z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid	unknown	P37231
BE0000215		experimental	DB07208	(8E,10S,12Z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid	unknown	P37231
BE0000215		experimental	DB07209	(8R,9Z,12Z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid	unknown	P37231
BE0000215		experimental	DB07302	9(S)-HODE	unknown	P37231
BE0000215		experimental	DB07509	difluoro(5-{2-[(5-octyl-1H-pyrrol-2-yl-kappaN)methylidene]-2H-pyrrol-5-yl-kappaN}pentanoato)boron	unknown	P37231
BE0000215		experimental	DB07675	(2S)-2-ETHOXY-3-{4-[2-(10H-PHENOXAZIN-10-YL)ETHOXY]PHENYL}PROPANOIC ACID	unknown	P37231
BE0000215		experimental	DB07723	3-(5-methoxy-1H-indol-3-yl)propanoic acid	unknown	P37231
BE0000215		experimental	DB07724	Indeglitazar	unknown	P37231
BE0000215		experimental	DB07842	(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid	unknown	P37231
BE0000215		experimental	DB07863	2-chloro-5-nitro-N-phenylbenzamide	unknown	P37231
BE0000215		experimental	DB08121	(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid	unknown	P37231
BE0000215		experimental	DB08302	3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid	unknown	P37231
BE0000215		experimental	DB08402	2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID	unknown	P37231
BE0000215		experimental	DB08435	(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid	unknown	P37231
BE0000215		experimental	DB08560	3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE	unknown	P37231
BE0000215		experimental	DB04270	(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid	unknown	P37231
BE0000215		experimental	DB08760	(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid	unknown	P37231
BE0000215	agonist	approved	DB00244	Mesalazine	yes	P37231
BE0000215	agonist	approved	DB00795	Sulfasalazine	yes	P37231
BE0000215	activator	approved	DB01050	Ibuprofen	unknown	P37231
BE0000215	agonist	investigational	DB08915	Aleglitazar	yes	P37231
BE0000215	activator	approved, investigational	DB09213	Dexibuprofen	unknown	P37231
BE0000215	ligand	approved, nutraceutical	DB11133	Omega-3 fatty acids	yes	P37231
BE0000215	activator	approved, investigational	DB03756	Doconexent	yes	P37231
BE0000215	activator	experimental	DB09198	Lobeglitazone	yes	P37231
BE0000215		experimental	DB09006	Clinofibrate	unknown	P37231
BE0000215	agonist	experimental	DB09201	Ciglitazone	yes	P37231
BE0000215		approved, investigational	DB11672	Curcumin	unknown	P37231
BE0000215		approved, investigational, nutraceutical	DB00132	alpha-Linolenic acid	unknown	P37231
BE0000215		experimental	DB02746	Phthalic Acid	unknown	P37231
BE0000215		investigational	DB02709	Resveratrol	unknown	P37231
BE0000215	agonist	approved, investigational	DB01118	Amiodarone	unknown	P37231
BE0000215		approved, investigational	DB00313	Valproic acid	unknown	P37231
BE0000215	ligand	experimental	DB03600	Capric acid	unknown	P37231
BE0000215	ligand	approved, investigational, vet_approved	DB04224	Oleic Acid	unknown	P37231
BE0000215		approved, investigational	DB08604	Triclosan	unknown	P37231
BE0000215		approved	DB00573	Fenoprofen	unknown	P37231
BE0000215	agonist	approved	DB02266	Flufenamic acid	unknown	P37231
BE0000215	activator	approved, investigational	DB09061	Cannabidiol	unknown	P37231
BE0000215		approved	DB13873	Fenofibric acid	unknown	P37231
BE0000215		investigational	DB14011	Nabiximols	unknown	P37231
BE0000215		experimental, investigational	DB14009	Medical Cannabis	unknown	P37231
BE0000215		approved, nutraceutical	DB13961	Fish oil	unknown	P37231
BE0000215	agonist	experimental	DB14034	Darglitazone	unknown	P37231
BE0000215	agonist	experimental	DB12007	Isoflavone	unknown	P37231
BE0000215		experimental	DB14635	Curcumin sulfate	unknown	P37231
BE0000215	modulator	approved, investigational	DB00845	Clofazimine	unknown	P37231
BE0001646		experimental	DB03767	Morpholine-4-Carboxylic Acid [1s-(2-Benzyloxy-1r-Cyano-Ethylcarbamoyl)-3-Methyl-Butyl]Amide	unknown	
