canonicalSmiles	chemicalProperties.Complexity	chemicalProperties.Compound Is Canonicalized	chemicalProperties.Covalently-Bonded Unit Count	chemicalProperties.Defined Atom Stereocenter Count	chemicalProperties.Defined Bond Stereocenter Count	chemicalProperties.Exact Mass	chemicalProperties.Formal Charge	chemicalProperties.Heavy Atom Count	chemicalProperties.Hydrogen Bond Acceptor Count	chemicalProperties.Hydrogen Bond Donor Count	chemicalProperties.Isotope Atom Count	chemicalProperties.Molecular Weight	chemicalProperties.Monoisotopic Mass	chemicalProperties.Rotatable Bond Count	chemicalProperties.Topological Polar Surface Area	chemicalProperties.Undefined Atom Stereocenter Count	chemicalProperties.Undefined Bond Stereocenter Count	chemicalProperties.XLogP3	chemicalProperties.XLogP3-AA	cid	inChIKey	maxPhase	molecularFormula	synonyms
CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC4CCC(CC4O)N)C	851	Yes	1	11	0	507.30184471	0	35	7	3	0	507.7	507.30184471	6	135 Å²	0	0		4.3	25185057	KPVIXBKIJXZQJX-FCEONZPQSA-N		C28H45NO5S	
CC12CC(C3C(C1CCC2(C(=O)COC(=O)CCCC4=CC=C(C=C4)N(CCCl)CCCl)O)CCC5=CC(=O)C=CC35C)O	1140	Yes	1	7	0	645.2623935	0	44	7	2	0	646.6	645.2623935	13	104 Å²	0	0	6		34457	HFVNWDWLWUCIHC-GUPDPFMOSA-N		C35H45Cl2NO6	PREDNIMUSTINE;!Sterecyt;!29069-24-7;!UNII-9403SIO2S8;!Stereocyt
CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CC(C5C6=CC(=O)OC6)OC(=O)C)O)C)C)OC)O	1080	Yes	1	13	0	576.32983310	0	41	9	2	0	576.7	576.32983310	6	121 Å²	0	0	2.4		11541511	JLPDBLFIVFSOCC-XYXFTTADSA-N		C32H48O9	
CC1CC2C3CCC(C3(CC(=O)C2C4(C1=CC(=O)C=C4)C)C)(C(=O)CO)O	795	Yes	1	7	0	372.19367399	0	27	5	2	0	372.5	372.19367399	2	91.7 Å²	0	0	1.8		124653	SVYCRJXQZUCUND-PQXSVQADSA-N		C22H28O5	
CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	500	Yes	1	8	0	318.255880323	0	23	2	1	0	318.5	318.255880323	1	37.3 Å²	0	0		4.9	92787	AURFZBICLPNKBZ-FZCSVUEKSA-N		C21H34O2	Allopregnanolone;!Isopregnanolone;!516-55-2;!Sepranolone;!Alloepipregnanolone
CC1(CCC(CC1CO)O)C2CCC3(C(C2CN)CCC3=C)C	465	Yes	1	7	0	321.266779359	0	23	3	3	0	321.5	321.266779359	3	66.5 Å²	0	0		3	76965484	MDEJTPWQNNMAQF-BVMLLJBZSA-N		C20H35NO2	rosiptor;!782487-28-9;!AQX-1125;!UNII-6R5034F862;!AQX-1125 free base
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C	437	Yes	1	4	1	248.14124450	0	18	3	0	0	248.32	248.14124450	0	38.8 Å²	0	0		2.3	6473881	KTEXNACQROZXEV-SLXBATTESA-N		C15H20O3	
CC1C=CCC(=CCC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC2=NOC(=C2)C)C)C	814	Yes	1	5	3	473.27773796	0	34	7	2	0	473.6	473.27773796	2	110 Å²	0	0		4.2	71587784	JAYGOFBXDFAXBW-CYEKYUJNSA-N		C27H39NO6	ISO-Fludelone;!KOSN-1724;!UNII-6MUO20693U;!6MUO20693U;!CHEMBL4297393
CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C	965	Yes	1	9	0	470.33960994	0	34	4	2	0	470.7	470.33960994	1	74.6 Å²	0	0		6.4	10114	MPDGHEJMBKOTSU-YKLVYJNSSA-N		C30H46O4	
CCC(CCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)C(C)C	687	Yes	1	7	2	428.365430770	0	31	2	2	0	428.7	428.365430770	7	40.5 Å²	0	0		7.6	10025615	NWFOBODUYTUMNC-VPSCEVSQSA-N		C29H48O2	1alpha-Hydroxyvitamin D5;!1alpha-hydroxy-24-ethylcholecalciferol;!UNII-XY02042OD4;!CARD-024;!1-Hydroxyvitamin D5
CC(C(=O)C1(CCC2C1(CCC3=C4CCC(=O)C=C4CCC23)C)C)O	700	Yes	1	5	0	342.21949481	0	25	3	1	0	342.5	342.21949481	2	54.4 Å²	0	0		2.6	68926	JUNDJWOLDSCTFK-MTZCLOFQSA-N		C22H30O3	
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34	466	Yes	1	6	0	274.193280068	0	20	2	1	0	274.4	274.193280068	0	37.3 Å²	0	0	2.6		9904	NPAGDVCDWIYMMC-IZPLOLCNSA-N		C18H26O2	
CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=C(C(=O)CCC35)O	733	Yes	1	6	0	414.27700969	0	30	4	1	0	414.6	414.27700969	5	63.6 Å²	0	0		5.7	68952	KHKDIUPVDIEHAH-KXLSUQFWSA-N		C26H38O4	Oxabolone cipionate;!Oxabolone cypionate;!1254-35-9;!Oxabolone cipioncate;!UNII-5RXY50Q01N
																								
																								
																								
CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O	1070	Yes	1	12	0	530.28796829	0	38	8	4	0	530.6	530.28796829	3	126 Å²	0	0		1.9	5284613	MYEJFUXQJGHEQK-ALRJYLEOSA-N		C30H42O8	
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
CC1CC(=O)CC2C1(C3CCC4(C(C3CC2)CCC4O)C)C	486	Yes	1	8	0	304.240230259	0	22	2	1	0	304.5	304.240230259	0	37.3 Å²	0	0	4.1		15020	UXYRZJKIQKRJCF-TZPFWLJSSA-N		C20H32O2	
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(CCC34)O	555	Yes	1	7	0	300.208930132	0	22	2	2	0	300.4	300.208930132	1	40.5 Å²	0	0	3.1		14687	JYILPERKVHXLNF-QMNUTNMBSA-N		C20H28O2	ethynodiol;!Ethinodiol;!Aethynodiolum;!1231-93-2;!Etynodiolum
																								
																								
																								
																								
																								
CC(=O)OC1=CC2=C(C=C1)C3CCC4(C(C3CC2)CCC4O)C	476	Yes	1	5	0	314.18819469	0	23	3	1	0	314.4	314.18819469	2	46.5 Å²	0	0	2.8		9818306	FHXBMXJMKMWVRG-SLHNCBLASA-N		C20H26O3	
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5	582	Yes	1	5	0	376.20384475	0	28	3	1	0	376.5	376.20384475	3	46.5 Å²	0	0	4.5		222757	UYIFTLBWAOGQBI-BZDYCCQFSA-N		C25H28O3	
CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=C3C=CC(=C5)O	597	Yes	1	5	0	396.26644501	0	29	3	1	0	396.6	396.26644501	5	46.5 Å²	0	0	7.1		9403	UOACKFBJUYNSLK-XRKIENNPSA-N		C26H36O3	
																								
CCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C	518	Yes	1	5	0	356.23514488	0	26	3	1	0	356.5	356.23514488	5	46.5 Å²	0	0	6		13791	RSEPBGGWRJCQGY-RBRWEJTLSA-N		C23H32O3	
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O	786	Yes	1	7	0	404.21988874	0	29	6	2	0	404.5	404.21988874	4	101 Å²	0	0	2.2		5744	ALEXXDVDDISNDU-JZYPGELDSA-N		C23H32O6	
																								
																								
																								
CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)COC(=O)CC	938	Yes	1	7	0	488.27740361	0	35	7	1	0	488.6	488.27740361	9	107 Å²	0	0	4.2		636398	FOGXJPFPZOHSQS-AYVLZSQQSA-N		C28H40O7	
CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO	832	Yes	1	7	0	446.26683893	0	32	6	2	0	446.6	446.26683893	7	101 Å²	0	0	3.8		5282494	FZCHYNWYXKICIO-FZNHGJLXSA-N		C26H38O6	
																								
																								
																								
																								
																								
CC12CC(C3C(C1CCC2(C(=O)OCCl)O)CCC4=CC(=O)C=CC34C)O	745	Yes	1	7	0	394.1547017	0	27	5	2	0	394.9	394.1547017	3	83.8 Å²	0	0	2.6		9865442	YPZVAYHNBBHPTO-MXRBDKCISA-N		C21H27ClO5	loteprednol;!129260-79-3;!UNII-Z8CBU6KR16;!Z8CBU6KR16;!Androsta-1,4-diene-17-carboxylic acid, 11,17-dihydroxy-3-oxo-, chloromethyl ester, (11beta,17alpha)-
																								
																								
																								
CC12CC(C3C(C1CCC2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=CC34C)O	925	Yes	1	7	0	458.26683893	0	33	6	2	0	458.6	458.26683893	6	101 Å²	0	0	4.1		93055	HUMXXHTVHHLNRO-KAJVQRHHSA-N		C27H38O6	prednisolone tebutate;!7681-14-3;!Hydeltra-T.B.A.;!UNII-1V7A1U282K;!Prednisolone Butylacetate
																								
																								
																								
																								
																								
CCC(=O)OC1CC2C3CCC4=C(C3CCC2(C1OC(=O)CC)C)C=CC(=C4)OC(=O)CC	749	Yes	1	6	0	456.25118886	0	33	6	0	0	456.6	456.25118886	9	78.9 Å²	0	0	5.1		102232	ONMZMZJEZHMWQL-REUUDLSRSA-N		C27H36O6	
																								
																								
																								
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)O)C)O)F)C	910	Yes	1	8	0	434.21046687	0	31	7	2	0	434.5	434.21046687	4	101 Å²	0	0	2.8		236702	AKUJBENLRBOFTD-RPRRAYFGSA-N		C24H31FO6	
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O	827	Yes	1	7	0	402.20423867	0	29	6	2	0	402.5	402.20423867	4	101 Å²	0	0	2.4		5834	LRJOMUJRLNCICJ-JZYPGELDSA-N		C23H30O6	
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F	839	Yes	1	9	0	410.19048031	0	29	7	3	0	410.5	410.19048031	2	94.8 Å²	0	0	1.9		71415	WXURHACBFYSXBI-XHIJKXOTSA-N		C22H28F2O5	
CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNCCCCC(C(=O)O)N)N(C)C)O	1230	Yes	1	6	0	602.25879342	0	43	13	9	0	602.6	602.25879342	10	243 Å²	0	0	-4.4		54707177	PZTCVADFMACKLU-UEPZRUIBSA-N		C29H38N4O10	
CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6	1090	Yes	1	8	0	502.23668161	0	36	8	1	0	502.6	502.23668161	4	99.1 Å²	0	0	3.6		443958	ILKJAFIWWBXGDU-MOGDOJJUSA-N		C28H35FO7	
CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O	787	Yes	1	8	0	376.20498756	0	27	5	2	0	376.5	376.20498756	1	74.6 Å²	0	0	2		9878	FAOZLTXFLGPHNG-KNAQIMQKSA-N		C22H29FO4	
CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C	821	Yes	1	6	0	384.23005950	0	28	4	0	0	384.5	384.23005950	3	60.4 Å²	0	0		3.1	11683	RQZAXGRLVPAYTJ-GQFGMJRRSA-N		C24H32O4	
CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C	628	Yes	1	6	0	312.208930132	0	23	2	0	0	312.4	312.208930132	1	34.1 Å²	0	0		3.8	9051	JGMOKGBVKVMRFX-HQZYFCCVSA-N		C21H28O2	
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	589	Yes	1	6	0	314.224580195	0	23	2	0	0	314.5	314.224580195	1	34.1 Å²	0	0	3.9		5994	RJKFOVLPORLFTN-LEKSSAKUSA-N		C21H30O2	
CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C	818	Yes	1	7	0	416.20213067	0	29	5	0	0	416.6	416.20213067	2	85.7 Å²	0	0	2.9		5833	LXMSZDCAJNLERA-ZHYRCANASA-N		C24H32O4S	
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C	805	Yes	1	8	0	392.19990218	0	28	6	3	0	392.5	392.19990218	2	94.8 Å²	0	0	1.9		9782	UREBDLICKHMUKA-DVTGEIKXSA-N		C22H29FO5	
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C	567	Yes	1	0	4	300.208930132	0	22	2	1	0	300.4	300.208930132	5	37.3 Å²	0	0	6.3		449171	SHGAZHPCJJPHSC-ZVCIMWCZSA-N		C20H28O2	
CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C)F	843	Yes	1	9	0	428.1565934	0	29	6	2	0	428.9	428.1565934	2	74.6 Å²	0	0	2.7		5311167	LEHFPXVYPMWYQD-XHIJKXOTSA-N		C22H27ClF2O4	Halobetasol;!98651-66-2;!Ulobetasol;!Ulobetasol [INN];!UNII-9P6159HM7T
CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C	767	Yes	1	7	0	386.24570956	0	28	4	0	0	386.5	386.24570956	3	60.4 Å²	0	0	4.1		6279	PSGAAPLEWMOORI-PEINSRQWSA-N		C24H34O4	
CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O	807	Yes	1	8	0	394.17916674	0	28	7	4	0	394.4	394.17916674	2	115 Å²	0	0	1.2		31307	GFNANZIMVAIWHM-OBYCQNJPSA-N		C21H27FO6	
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C	508	Yes	1	6	0	288.208930132	0	21	2	1	0	288.4	288.208930132	0	37.3 Å²	0	0	3.3		6013	MUMGGOZAMZWBJJ-DYKIIFRCSA-N		C19H28O2	
CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C	764	Yes	1	6	0	358.17802393	0	26	5	2	0	358.4	358.17802393	2	91.7 Å²	0	0	1.5		5865	XOFYZVNMUHMLCC-ZPOLXVRWSA-N		C21H26O5	
CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F	839	Yes	1	9	0	410.19048031	0	29	7	3	0	410.5	410.19048031	2	94.8 Å²	0	0	1.9		16490	WXURHACBFYSXBI-GQKYHHCASA-N		C22H28F2O5	
CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F	734	Yes	1	7	0	380.19990218	0	27	6	3	0	380.4	380.19990218	2	94.8 Å²	0	0	1.7		31378	AAXVEMMRQDVLJB-BULBTXNYSA-N		C21H29FO5	
CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC	907	Yes	1	8	0	414.20423867	0	30	6	0	0	414.5	414.20423867	2	82.2 Å²	0	0	1.4		443872	JUKPWJGBANNWMW-VWBFHTRKSA-N		C24H30O6	
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O	684	Yes	1	7	0	362.20932405	0	26	5	3	0	362.5	362.20932405	2	94.8 Å²	0	0	1.6		5754	JYGXADMDTFJGBT-VWUMJDOOSA-N		C21H30O5	
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C	567	Yes	1	0	0	300.208930132	0	22	2	1	0	300.4	300.208930132	5	37.3 Å²	0	4	6.3		5538	SHGAZHPCJJPHSC-UHFFFAOYSA-N		C20H28O2	CHEBI:26536;!3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid;!3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid;!LGD 100057;!68070-35-9
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)Cl)C	806	Yes	1	8	0	426.1364648	0	28	4	2	0	427.4	426.1364648	2	74.6 Å²	0	0	2.7		441335	QLIIKPVHVRXHRI-CXSFZGCWSA-N		C22H28Cl2O4	
CCN(CC)CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O	880	Yes	1	7	0	475.29338803	0	34	7	2	0	475.6	475.29338803	8	104 Å²	0	0	3.1		84088	FWFVLWGEFDIZMJ-FOMYWIRZSA-N		C27H41NO6	Hydrocortamate;!Hidrocortamato;!Hydrocortamatum;!76-47-1;!17-Hydroxycorticosterone, 21-(diethylamino)acetate
CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C	868	Yes	1	9	0	436.22611693	0	31	7	2	0	436.5	436.22611693	2	93.1 Å²	0	0		1.4	15209	POPFMWWJOGLOIF-XWCQMRHXSA-N		C24H33FO6	
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O	724	Yes	1	7	0	360.19367399	0	26	5	3	0	360.4	360.19367399	2	94.8 Å²	0	0	1.6		5755	OIGNJSKKLXVSLS-VWUMJDOOSA-N		C21H28O5	
																								
CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C	749	Yes	1	8	0	370.25079494	0	27	3	1	0	370.5	370.25079494	2	54.4 Å²	0	0	3.5		5311412	QTTRZHGPGKRAFB-OOKHYKNYSA-N		C24H34O3	
CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O	869	Yes	1	7	0	467.30355879	0	34	5	2	0	467.6	467.30355879	5	62.2 Å²	0	0	5		644073	RMRJXGBAOAMLHD-IHFGGWKQSA-N		C29H41NO4	
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O	754	Yes	1	8	0	374.20932405	0	27	5	3	0	374.5	374.20932405	2	94.8 Å²	0	0	1.9		6741	VHRSUDSXCMQTMA-PJHHCJLFSA-N		C22H30O5	
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C	567	Yes	1	0	4	300.208930132	0	22	2	1	0	300.4	300.208930132	5	37.3 Å²	0	0	6.3		5282379	SHGAZHPCJJPHSC-XFYACQKRSA-N		C20H28O2	
CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C	653	Yes	1	5	0	296.177630004	0	22	2	0	0	296.4	296.177630004	0	34.1 Å²	0	0		3.1	60198	BFYIZQONLCFLEV-DAELLWKTSA-N		C20H24O2	
CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O	1080	Yes	1	15	0	584.28327683	0	41	12	8	0	584.7	584.28327683	4	207 Å²	0	0	-1.7		439501	LPMXVESGRSUGHW-HBYQJFLCSA-N		C29H44O12	
CCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)OC(=O)OCC	982	Yes	1	7	0	488.24101810	0	35	8	1	0	488.6	488.24101810	9	116 Å²	0	0	4.2		6714002	FNPXMHRZILFCKX-KAJVQRHHSA-N		C27H36O8	
CC12CCC3C(C1CCC2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CCC34C	787	Yes	1	6	0	414.27700969	0	30	4	0	0	414.6	414.27700969	5	60.4 Å²	0	0	4.5		11876263	VVOIQBFMTVCINR-WWMZEODYSA-N		C26H38O4	
CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C)O)C)O)F	630	Yes	1	7	0	336.21007294	0	24	4	2	0	336.4	336.21007294	0	57.5 Å²	0	0	2.4		6446	YLRFCQOZQXIBAB-RBZZARIASA-N		C20H29FO3	
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C	805	Yes	1	8	0	392.19990218	0	28	6	3	0	392.5	392.19990218	2	94.8 Å²	0	0	1.9		5743	UREBDLICKHMUKA-CXSFZGCWSA-N		C22H29FO5	
CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O	827	Yes	1	6	0	402.20423867	0	29	6	1	0	402.5	402.20423867	4	97.7 Å²	0	0	2.1		5745	ITRJWOMZKQRYTA-RFZYENFJSA-N		C23H30O6	
CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C	828	Yes	1	10	0	366.21949481	0	27	3	0	0	366.5	366.21949481	0	43.4 Å²	0	0		3.5	68873	METQSPRSQINEEU-HXCATZOESA-N		C24H30O3	
CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5	677	Yes	1	6	0	337.204179104	0	25	3	1	0	337.5	337.204179104	1	46.3 Å²	0	0		3.8	28417	POZRVZJJTULAOH-LHZXLZLDSA-N		C22H27NO2	
CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	621	Yes	1	6	0	344.23514488	0	25	3	0	0	344.5	344.23514488	3	43.4 Å²	0	0	4.4		5995	PDMMFKSKQVNJMI-BLQWBTBKSA-N		C22H32O3	
CCCC(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)C)OC)O	732	Yes	1	7	0	413.25660860	0	30	5	2	0	413.5	413.25660860	4	62.2 Å²	0	0	3.8		107765	BRTSNYPDACNMIP-FAWZKKEFSA-N		C25H35NO4	
CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(=O)C4)C	546	Yes	1	5	0	286.193280068	0	21	2	0	0	286.4	286.193280068	0	34.1 Å²	0	0	2.9		160531	SQGZFRITSMYKRH-QAGGRKNESA-N		C19H26O2	Androst-5-ene-3,17-dione;!5-Androstene-3,17-dione;!5-Androsten-3,17-dione;!5-Androstenedione;!571-36-8
CCCC(C)(C1CC23C=CC1(C4C25CCN(C3CC6=C5C(=C(C=C6)OC(=O)C)O4)C)OC)O	877	Yes	1	7	0	453.25152322	0	33	6	1	0	453.6	453.25152322	6	68.2 Å²	0	0		3.2	20055090	LFYBMMHFJIAKFE-PMEKXCSPSA-N		C27H35NO5	ACETORPHINE;!Acetorfina;!UNII-2OGQ81529L;!ACETYLPROPYLORVINOL;!25333-77-1
CC1CC2=CC(=O)CCC2(C3C1C4CCC(C4(CC3)C)(C)O)C	578	Yes	1	7	0	316.240230259	0	23	2	1	0	316.5	316.240230259	0	37.3 Å²	0	0	3.6		102146	IVFYLRMMHVYGJH-VLOLGRDOSA-N		C21H32O2	Bolasterone;!Myagen;!1605-89-6;!17beta-Hydroxy-7alpha,17-dimethylandrost-4-en-3-one;!UNII-T7ZM08F7FU
CC12CCC(C=C1CCC3C2CCC4(C3CCC4(C)O)C)O	512	Yes	1	7	0	304.240230259	0	22	2	2	0	304.5	304.240230259	0	40.5 Å²	0	0	3.4		69259387	BNUOCVTVOYWNJC-DTMQFJJTSA-N		C20H32O2	UNII-83255K3MTP;!17-Methylandrost-4-ene-3beta,17beta-diol;!83255K3MTP;!17Alpha-methyl-3beta,17beta-dihydroxyandrost-4-ene;!17a-methyl-androstenediol
CC(C)(C1CC23C=CC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O	824	Yes	1	6	0	423.24095853	0	31	5	2	0	423.5	423.24095853	4	62.2 Å²	0	0		3	20054882	VSKIOMHXEUHYSI-KNLIIKEYSA-N		C26H33NO4	CYPRENORPHINE;!UNII-1P6HEG5ZHS;!4406-22-8;!1P6HEG5ZHS;!(1R,2S,6R,14R,15R,19R)-5-(cyclopropylmethyl)-19-(2-hydroxypropan-2-yl)-15-methoxy-13-oxa-5-azahexacyclo[13.2.2.12,8.01,6.02,14.012,20]icosa-8(20),9,11,16-tetraen-11-ol
CC12CCC3C(C1CCC2O)CCC4=C(C(=O)CCC34C)O	551	Yes	1	6	0	304.20384475	0	22	3	2	0	304.4	304.20384475	0	57.5 Å²	0	0	3.2		160615	BQOIJSIMMIDHMO-FBPKJDBXSA-N		C19H28O3	4-Hydroxytestosterone;!2141-17-5;!4,17beta-Dihydroxy-4-androstene-3-one;!(8R,9S,10R,13S,14S,17S)-4,17-dihydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one;!4-Androstene-7alpha-17beta-diol-3-one
CCC1(CCC2C1(CCC3C2CCC4=CCCCC34)C)O	453	Yes	1	6	0	288.245315640	0	21	1	1	0	288.5	288.245315640	1	20.2 Å²	0	0		5.1	13765	AOXRBFRFYPMWLR-XGXHKTLJSA-N		C20H32O	
CC12CCC3C(C1CCC2O)CCC4=C(C(=O)CCC34C)Cl	554	Yes	1	6	0	322.1699578	0	22	2	1	0	322.9	322.1699578	0	37.3 Å²	0	0	4.2		68947	KCZCIYZKSLLNNH-FBPKJDBXSA-N		C19H27ClO2	
CC12CCC3C(C1CCC2O)CC=C4C3(CCC(C4)O)C	470	Yes	1	7	0	290.224580195	0	21	2	2	0	290.4	290.224580195	0	40.5 Å²	0	0	3.5		10634	QADHLRWLCPCEKT-LOVVWNRFSA-N		C19H30O2	Androstenediol;!Hermaphrodiol;!5-Androstenediol;!521-17-5;!Androst-5-enediol
CC12CCC3C(C1CCC2O)CCC4=CC(CCC34C)O	470	Yes	1	7	0	290.224580195	0	21	2	2	0	290.4	290.224580195	0	40.5 Å²	0	0	3.4		136297	BTTWKVFKBPAFDK-LOVVWNRFSA-N		C19H30O2	
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C	546	Yes	1	5	0	286.193280068	0	21	2	0	0	286.4	286.193280068	0	34.1 Å²	0	0	2.7		6128	AEMFNILZOJDQLW-QAGGRKNESA-N		C19H26O2	
CC12CCC3C(C1CCC2(C)O)CCC4=C(C(=O)CCC34)O	551	Yes	1	6	0	304.20384475	0	22	3	2	0	304.4	304.20384475	0	57.5 Å²	0	0		2.8	69249407	CLNUZOCYKSHICX-FAHHUNKHSA-N		C19H28O3	UNII-AL9HUA7C4C;!4-Hydroxy-19-normethyltestosterone;!AL9HUA7C4C;!17Alpha-methyl-4-hydroxynandrolone;!NSC-522770
CC(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O	783	Yes	1	6	0	425.25660860	0	31	5	2	0	425.6	425.25660860	4	62.2 Å²	0	0	3.6		443408	OIJXLIIMXHRJJH-KNLIIKEYSA-N		C26H35NO4	
